City,County,Indicator,Category,CHR&R release year,Underlying data year / period,Value,Unit,Better direction,Nashville rank out of 9,Peer city average (excluding Nashville),Nashville difference from peer average,Nashville percent difference from peer average,Nashville vs peer average,Best performing city,Best performing value,Worst performing city,Worst performing value
Atlanta,"Fulton County, GA",Unemployment,Social & economic,2010,2008,6.4,%,Lower is better,4,5.2625,-0.0625,-1.19,Better,Austin,4.2,Atlanta,6.4
Fort Worth,"Tarrant County, TX",Unemployment,Social & economic,2010,2008,4.9,%,Lower is better,4,5.2625,-0.0625,-1.19,Better,Austin,4.2,Atlanta,6.4
Dallas,"Dallas County, TX",Unemployment,Social & economic,2010,2008,5.4,%,Lower is better,4,5.2625,-0.0625,-1.19,Better,Austin,4.2,Atlanta,6.4
Nashville,"Davidson County, TN",Unemployment,Social & economic,2010,2008,5.2,%,Lower is better,4,5.2625,-0.0625,-1.19,Better,Austin,4.2,Atlanta,6.4
Austin,"Travis County, TX",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Durham,"Durham County, NC",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Denver,"Denver County, CO",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",Median Household Income,Social & economic,2010,,,USD,Higher is better,,,,,,,,,
Austin,"Travis County, TX",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Durham,"Durham County, NC",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Denver,"Denver County, CO",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",High School Completion,Social & economic,2010,,,%,Higher is better,,,,,,,,,
Austin,"Travis County, TX",Income Inequality,Social & economic,2010,2000,46.7,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Raleigh,"Wake County, NC",Income Inequality,Social & economic,2010,2000,43.7,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Durham,"Durham County, NC",Income Inequality,Social & economic,2010,2000,46.1,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Charlotte,"Mecklenburg County, NC",Income Inequality,Social & economic,2010,2000,47.3,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Denver,"Denver County, CO",Income Inequality,Social & economic,2010,2000,47.1,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Atlanta,"Fulton County, GA",Income Inequality,Social & economic,2010,2000,52.5,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Fort Worth,"Tarrant County, TX",Income Inequality,Social & economic,2010,2000,43.5,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Dallas,"Dallas County, TX",Income Inequality,Social & economic,2010,2000,47.0,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Nashville,"Davidson County, TN",Income Inequality,Social & economic,2010,2000,48.1,Gini index (0–100),Lower is better,8,46.7375,1.3625,2.92,Worse,Fort Worth,43.5,Atlanta,52.5
Austin,"Travis County, TX",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Durham,"Durham County, NC",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Denver,"Denver County, CO",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Severe Housing Problems,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Austin,"Travis County, TX",Air Pollution – Particulate Matter,Physical environment,2010,2005,3.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Raleigh,"Wake County, NC",Air Pollution – Particulate Matter,Physical environment,2010,2005,5.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Durham,"Durham County, NC",Air Pollution – Particulate Matter,Physical environment,2010,2005,2.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Charlotte,"Mecklenburg County, NC",Air Pollution – Particulate Matter,Physical environment,2010,2005,7.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Denver,"Denver County, CO",Air Pollution – Particulate Matter,Physical environment,2010,2005,4.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Atlanta,"Fulton County, GA",Air Pollution – Particulate Matter,Physical environment,2010,2005,12.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Fort Worth,"Tarrant County, TX",Air Pollution – Particulate Matter,Physical environment,2010,2005,0.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Dallas,"Dallas County, TX",Air Pollution – Particulate Matter,Physical environment,2010,2005,1.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Nashville,"Davidson County, TN",Air Pollution – Particulate Matter,Physical environment,2010,2005,10.0,unhealthy air quality days (particulate matter),Lower is better,8,4.25,5.75,135.29,Worse,Fort Worth,0,Atlanta,12
Austin,"Travis County, TX",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Durham,"Durham County, NC",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Denver,"Denver County, CO",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Suicide Rate,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Austin,"Travis County, TX",Teen Birth Rate,Health behaviors,2010,2000-2006,54.4,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Raleigh,"Wake County, NC",Teen Birth Rate,Health behaviors,2010,2000-2006,29.4,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Durham,"Durham County, NC",Teen Birth Rate,Health behaviors,2010,2000-2006,49.2,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Charlotte,"Mecklenburg County, NC",Teen Birth Rate,Health behaviors,2010,2000-2006,45.2,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Denver,"Denver County, CO",Teen Birth Rate,Health behaviors,2010,2000-2006,98.5,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Atlanta,"Fulton County, GA",Teen Birth Rate,Health behaviors,2010,2000-2006,51,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Fort Worth,"Tarrant County, TX",Teen Birth Rate,Health behaviors,2010,2000-2006,62,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Dallas,"Dallas County, TX",Teen Birth Rate,Health behaviors,2010,2000-2006,78.3,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Nashville,"Davidson County, TN",Teen Birth Rate,Health behaviors,2010,2000-2006,54.9,"births per 1,000 females ages 15–19",Lower is better,6,58.5,-3.6,-6.15,Better,Raleigh,29.4,Denver,98.5
Austin,"Travis County, TX",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Durham,"Durham County, NC",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Denver,"Denver County, CO",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Injury Deaths,Health outcomes / well-being,2010,,,"deaths per 100,000 population",Lower is better,,,,,,,,,
Austin,"Travis County, TX",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Durham,"Durham County, NC",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Denver,"Denver County, CO",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",Broadband Access,Physical environment,2010,,,%,Higher is better,,,,,,,,,
Austin,"Travis County, TX",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Durham,"Durham County, NC",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Denver,"Denver County, CO",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Severe Housing Cost Burden,Physical environment,2010,,,%,Lower is better,,,,,,,,,
Austin,"Travis County, TX",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Raleigh,"Wake County, NC",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Durham,"Durham County, NC",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Denver,"Denver County, CO",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Atlanta,"Fulton County, GA",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Dallas,"Dallas County, TX",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Nashville,"Davidson County, TN",Life Expectancy,Health outcomes / well-being,2011,,,years,Higher is better,,,,,,,,,
Austin,"Travis County, TX",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Raleigh,"Wake County, NC",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Durham,"Durham County, NC",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Charlotte,"Mecklenburg County, NC",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Denver,"Denver County, CO",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Atlanta,"Fulton County, GA",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Fort Worth,"Tarrant County, TX",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Dallas,"Dallas County, TX",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Nashville,"Davidson County, TN",Infant Mortality,Health outcomes / well-being,2011,,,"deaths per 1,000 live births",Lower is better,,,,,,,,,
Austin,"Travis County, TX",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,13.8,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Raleigh,"Wake County, NC",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,12.6,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Durham,"Durham County, NC",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,16.6,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Charlotte,"Mecklenburg County, NC",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,14.6,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Denver,"Denver County, CO",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,17.2,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Atlanta,"Fulton County, GA",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,13.8,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Fort Worth,"Tarrant County, TX",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,16.5,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Dallas,"Dallas County, TX",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,19.5,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Nashville,"Davidson County, TN",Poor or Fair Health,Health outcomes / well-being,2011,2003-2009,15.3,%,Lower is better,4,15.575,-0.275,-1.77,Better,Raleigh,12.6,Dallas,19.5
Austin,"Travis County, TX",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,2.8,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Raleigh,"Wake County, NC",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,2.6,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Durham,"Durham County, NC",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,2.8,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Charlotte,"Mecklenburg County, NC",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,2.8,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Denver,"Denver County, CO",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,3.3,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Atlanta,"Fulton County, GA",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,2.9,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Fort Worth,"Tarrant County, TX",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,3.2,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Dallas,"Dallas County, TX",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,3.2,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Nashville,"Davidson County, TN",Poor Physical Health Days,Health outcomes / well-being,2011,2003-2009,3.1,days per month,Lower is better,4,2.95,0.15,5.08,Worse,Raleigh,2.6,Denver,3.3
Austin,"Travis County, TX",Poor Mental Health Days,Health outcomes / well-being,2011,2003-2009,3.2,days per month,Lower is better,2,3.0375,-0.1375,-4.53,Better,Raleigh,2.4,Denver,3.3
